No.,Labels,Tweets,Happiness,Sadness,Anger,Disgust,Surprise,Fear,Sentiment
109,0,ไม่เคยคิดเลยเนอะว่าชีวิตจะต้องเจออะไรมากมายแค่นี้ จะต้องเหนื่อยขนาดนี้ เหนื่อยอ่ะ เหนื่อยมาก แม่งโครตท้อเลย ทำไมแม่งเหนื่อยขนาดนี้ว่ะ แต่ก็ทำอะไรไม่ได้ต้องสู้เพื่อพ่อแม่ทุกคนที่เรารัก ชีวิตยังมีพรุ้งนี้ให้เริ่มใหม่ ต้องมีสักวันและที่เป็นวันของเรา ??  #เหนื่อยกับชีวิต #ชีวิต,0,1,0,0,0,0,2
110,0,คุณรู้ความตั้งใจของเราจริงๆไหม คุณรู้หรือป่าวว่าเราอยากทำอะไร เราชอบอะไร หรือคุณรับรู้หรือป่าวว่าเราเองก็ลูกคุณนะ #โรคซึมเศร้า,0,1,1,0,0,0,2
111,0,ยายังไม่ได้กิน555 ว่าเเล้วทำไมถึงทรมาณเเบบนี้ #โรคซึมเศร้า,0,0,0,0,1,0,2
112,1,??  : กลับมารอบนี้เธอจะอยู่กับฉันนานมั้ย ?       ??  :  นานสิฉันจะเอาตัวเธอไปอยู่ด้วยนะ  : )           ?? :  จริงหรอน่าสนุกจังฉันก็อยากไปอยู่กับเธอด้วย   #โรคซึมเศร้า,0,0,0,0,0,1,1
113,0,ทำไมเราร้องไห้ง่ายขนาดนี้อ่ะ ไม่เอาาาา #โรคซึมเศร้า,0,1,0,0,1,0,2
114,1,Loser มาก ขนาดจะฆ่าตัวตายยังทำไม่ได้ ไม่มีเชือก ไม่มีปืน ไม่มีถ่าน จะเอามีดมาแทงตัวเองก็กลัวไม่ตาย จะออกไปข้างนอกบ้านยังไม่กล้า เป็นได้แค่เป็ดที่ทำอะไรก็ไม่ดีสักอย่าง  #โรคซึมเศร้า,0,1,1,1,0,0,2
115,0,อยู่ห้องมืดๆ เงียบๆ คนเดียวเมื่อไหร่  เกมมมมมม  #โรคซึมเศร้า,0,0,0,0,0,1,2
116,0,แผลเป็นที่ด้านชาจนไม่สามารถจะบอกใคร แต่มองว่าสวยงามถึงแม้ไม่มีวันต่อไป #โรคซึมเศร้า,0,1,0,0,0,0,2
117,0,ไม่รู้หรอกว่าเราหายดีแล้วหรือยัง เราใช้ชีวิตปกติได้ แค่ยังฟัง รับรู้ คำบางคำ ความรู้สึกบางความรู้สึก และห้ามความคิดตัวเองไม่ได้ ถามว่าอยู่ได้ไหม ก็ไม่ตายนะ แต่มันต้องเก็บกดทุกๆเรื่องไว้ในใจ ไม่กล้าบอกใคร เราเลยอึดอัดทั้งตัวเองและคนที่มาอยู่ใกล้เรา (2) #โรคซึมเศร้า,0,1,1,1,0,1,2
118,1,เหนื่อย เบื่อ อยากตายแล้ว #โรคซึมเศร้า,0,1,0,0,0,0,2
119,0,ทำไมแกเฉยได้ขนาดนี้วะ.. #เศร้า,0,1,1,0,1,0,2
120,0,ตามหาเพื่อนค่ะ ชื่อ ชมพู บินไปจากไลน์จนป่านนี้ยังไม่เจอเลยแง #โรคซึมเศร้า,0,0,0,0,0,1,2
121,0,เด้ก400คน ซื้อแซลม่อนไปกินที่สวนสัตว์ และเด้กทุกคนรู้สึกเครียดที่เห็นPangolin จากนั้นเด้ก400คนก้เอาน้ำมันหอมระเหยมาดม?? #Onet62 #rip #เรียงความonet62,0,0,0,0,0,0,0
122,0,เริ่มรู้สึกว่าไม่สบาย สิวก็ขึ้นเต็มหน้าเลย แต่อยากทำงาน..เสียดายเงิน แต่เราก็คงแย่แน่ๆ(หรือเปล่า) จะลองทำแล้วรับผลการกระทำตัวเองได้ไหม ดูพรุ่งนี้ก่อนก็ได้ ???? #โรคซึมเศร้า,0,0,0,0,0,1,2
123,0,บางทีการที่เก็บไว้ในใจก็ดีกว่าการพูดออกไป ?? #คิดถึง #เหนื่อย #เหนื่อยแล้ว #เหงา #เสียใจ #เศร้าใจ #เศร้า #ร้องไห้ #อยากเจอ #ความรัก #ความรู้สึกล้วนๆ #ความรู้สึกของวันนี้ #คำคมความรัก #คำคมในวงเหล้า #เพื่อน #อกหัก #เธอไม่เคยมีฉัน #เพ้อเจ้อ #คำคมบาดจิต #คำคม18บวก,0,0,0,0,0,1,2
124,0,อาการมันกลับมาอีกแล้ว . #โรคซึมเศร้า,0,0,0,0,0,1,2
125,1,#โรคซึมเศร้า ผมเหมือนกำลังตกลงไปในหลุมที่มีแต่หนามแหลมคม มันค่อยๆทิ่มแทงผม ไม่มีแม้แสงไฟไม่มีแม้ทางออก ผมไม่สามารถทำไรต่อ นอกจากการอดทนจนกว่าจะหมดลมหายใจ,0,1,0,0,0,1,2
126,0,ประเทศไทยเข้าสู่โหมดแห่งการเลือกตั้งแล้ว ประชาชนจะดูข่าวเลือกตั้งอย่างไรโดยไม่เครียด และมีประโยชน์ในการตัดสินใจกาบัตรวันที่ 24 มีนาคมนี้ #เลือกตั้ง62 #ดูข่าวเลือกตั้ง #ข่าวสาร #เครียด #สุขภาพจิต #สุขภาพ #thaiquote https://t.co/EDLBPGOA5Z,0,0,0,0,0,1,0
127,0,ถามว่าเหนื่อยมั้ย เหนื่อยมั้ย ต้องพักนะ #โรคซึมเศร้า #โรคไบโพล่า,0,0,0,0,0,1,0
128,0,สำคัญบางเวลา???? #โดนเท #Sad  #เศร้า,0,1,0,0,0,0,2
129,0,แล้วเธอก็หายไป เหลือไว้แค่ความทรงจำ????#เศร้า,0,1,0,0,0,0,2
